id,title,likes,views,engagement_rate,log_likes
14800,when A Wolf met A Chao.... # Justice League # Superman # Steppenwolf,61000,1453000,0.04198,4.7853
14801,mother wants to hang herself,10000,1241503,0.00805,4.0
14802,You sold him # Squidward quote # SpongeBob Classic quote,26000,1061991,0.02448,4.415
14803,Shrimp kernel Death heart # Doghead #cheems Little Theater #Cheems,62000,949000,0.06533,4.7924
14804,the people according to the amount of food,10000,1065808,0.00938,4.0
14805,bear children always steal my takeout,21000,346000,0.06069,4.3222
14806,the demon again on the line allowed song actually have such a miserable childhood # comics # two yuan # sound comics,23000,496000,0.04637,4.3617
14807,blue jade blood battle Hongdu repelled the onslaught of Chen Youliang many times,83000,4779000,0.01737,4.9191
14808,Gray Qi and her boyfriend Mudstone.# Pony Bao Li # Polaris editing team,103000,1550062,0.06645,5.0128
14809,# Piano playing and singing,100000,807000,0.12392,5.0
14810,ordinary girls how to speed up school flowers ❓ grasp the sense of school flowers beauty atmosphere fake makeup can also become a second beautiful ❗# appearance level counterattack # fake makeup # ball head,493000,5201000,0.09479,5.6928
14811,cripple has been hiding strength #2022 photosynthesis creator Conference,11000,392000,0.02806,4.0414
14812,episode 49 | If you accidentally cross into the Back chamber,69000,1256000,0.05494,4.8389
14813,at that time Fly is not skilled enough to meat Tann,33000,696000,0.04741,4.5185
14814,the content of this issue is yesterday's live shot and cut # old singer's daily,21000,1465000,0.01433,4.3222
14815,the atmosphere is here,28000,865000,0.03237,4.4472
14816,rule the universe with me? # GalaxyUltraman # DarkRoadbed El # Quickhand Original Anime,11000,119000,0.09244,4.0414
14817,# limit challenge all departments pay attention,15000,1527000,0.00982,4.1761
14818,the second episode ‖ Goddess Liang Zheng sacrifice the biggest movie,44000,4321000,0.01018,4.6435
14819,# Record a better life in the countryside # New Farmer Plan 2021,28000,1445000,0.01938,4.4472
14820,Haotian Dou Luo Tang Hao back to the top,139000,4671000,0.02976,5.143
14821,the most exaggerated episode of Gobao special attack,21000,531924,0.03948,4.3222
14822,# Peerless daughter # I am chasing good drama # film and television recommendation,27000,647000,0.04173,4.4314
14823,# Escapeteen # EscapeTeen solitary song king while no one secretly sent a work 😏,75000,1354000,0.05539,4.8751
14824,my brother accidentally found the secret of his brother's murder at the funeral # I am in fast hands to catch up with the play # Fast hands screening room # Spring day to catch up with the play plan single,28000,4826088,0.0058,4.4472
14825,the object of revenge was a soul mate,45000,4778256,0.00942,4.6532
14826,can not go on,12000,292395,0.04104,4.0792
14827,Bestie Daily (9) This video has been done for a long time # Sakura campus simulator,13000,224957,0.05779,4.114
14828,I can only say thank you for the gift that Bangyi Brother sent! # Naruto mobile games # Naruto # Rage with Earth,36000,740000,0.04865,4.5563
14829,close to you when the heart was sprinkled with a handful of popping candy # film sense # drama a summer # drama star plan,70000,3084000,0.0227,4.8451
14830,my fellow fairies! Get a good look # superhuman # funny # laughingcrazy old iron,29000,395000,0.07342,4.4624
14831,since the wife came,17000,1345185,0.01264,4.2305
14832,this time the European gas is not absorbed,17000,319000,0.05329,4.2305
14833,Limited Encore # King Glory # Xiaojin Li Bai # peak game,105000,2334000,0.04499,5.0212
14834,rap social knife has a new album 🦄. # Knife brother # whole life # funny,12000,180000,0.06667,4.0792
14835,invincible lonely 32 ten winds and clouds,119000,2391000,0.04977,5.0756
14836,the family eat roast chicken girl can only eat vegetables,113000,12768364,0.00885,5.0531
14837,Pei Zhanhu loves Ah from,42000,1390000,0.03022,4.6233
14838,I fight in the Divine realm endless 18 Tang zero battle of the late realm of the ancestor God strong,108000,3444398,0.03136,5.0334
14839,Sniper,70000,1918013,0.0365,4.8451
14840,happy grass planter ~,42000,682000,0.06158,4.6233
14841,semi-Tibetan wear three a family of three,14000,230000,0.06087,4.1462
14842,in the end is not the # sausage party Xiao Xiaoming,88000,1758556,0.05004,4.9445
14843,soldier line can not finish I pack away # don't come to touch the literature # king glory # glory firefly plan,30000,515000,0.05825,4.4771
14844,it is said that the glory players know this catch position? # Glory of Kings peak game # Confidence is peak # Unknown fire dance,22000,828000,0.02657,4.3424
14845,the horror film in the Naruto,26000,404646,0.06425,4.415
14846,the author's life through the fucking iwanna! #iwanna # funny # Rally Photosynthesis creator,57000,2659823,0.02143,4.7559
14847,Zhou Weiguo was wounded,34000,2735906,0.01243,4.5315
14848,when the young king of soldiers met once teammates! It is simply terrible,53000,923514,0.05739,4.7243
14849,Take what you have for what you want. The world has always been so,140000,2813000,0.04977,5.1461
14850,Lei Gong you are my real father # a daily # Changjin Lake # Wujing,16000,196000,0.08163,4.2041
14851,Black fat,56000,2230060,0.02511,4.7482
14852,the little wife's bashful appearance is also too rare! # Manga explainer # Double men # Quick comics,19000,326904,0.05812,4.2788
14853,2 year old boy no spicy not happy,18000,1058724,0.017,4.2553
14854,nest grass,12000,421668,0.02846,4.0792
14855,Man in the Womb 93: Female Emperor sister travels to the Devil's Realm # sandsculpture animation # Xiuxian animation # Original animation,22000,698000,0.03152,4.3424
14856,Gilt Orange Brown eye makeup # eye makeup tutorial # Daily eye makeup # makeup tutorial,18000,338000,0.05325,4.2553
14857,Yamato Direct Lying wins,19000,444865,0.04271,4.2788
14858,mother did not return for many years,10000,505000,0.0198,4.0
14859,# Punchline Open Closing Program # Crackcamp # Laughingcrazy old Iron,54000,2926000,0.01846,4.7324
14860,this time it's the Glass Moon Collection,188000,1720000,0.1093,5.2742
14861,we can boldly eat melons,540000,11129000,0.04852,5.7324
14862,such a cool move must call him to play! # Run away boy #4399 game box # Run away Boy Ahri,28000,383000,0.07311,4.4472
14863,Etter the boss you think you're around who can afford these two cars! # McLaren # Lamborghini,50000,470000,0.10638,4.699
14864,Magma jelly with dark lipstick that changes color when you put it on in the mirror? Will you get it if you open 20 packs at once,229000,5812023,0.0394,5.3598
14865,I wish lazy in the New Year happy every day # Lazy sheep happy birthday # summer strike # Pleasant sheep and Big Wolf,51000,492362,0.10358,4.7076
14866,the girl accidentally crossed into the orc world,21000,668327,0.03142,4.3222
14867,happy,37000,506000,0.07312,4.5682
14868,take 200 SSR cards for card packs # Ultraman cards # Ultraman,37000,666000,0.05556,4.5682
14869,in the end who is whose child,42000,894000,0.04698,4.6233
14870,the old man has been doing the same dream of making money for decades,32000,2330228,0.01373,4.5052
14871,arrogant and domineering rich daughter also have fear of people,125000,5245351,0.02383,5.0969
14872,Daisida is a big stomach king,17000,458770,0.03706,4.2305
14873,I shot a wonderful game video for # Mini-world! Play with me #minectaft # games,23000,741000,0.03104,4.3617
14874,even when we're not in Mulan's time,29000,614000,0.04723,4.4624
14875,# Assemble it photosynthesis creator assisted highlight broadcast how to trigger ~,97000,1408516,0.06887,4.9868
14876,instantaneous flow of Luban a gun a child? The spring of little short legs is coming again # King Glory # Luban 7,73000,2233000,0.03269,4.8633
14877,hello everyone,29000,928000,0.03125,4.4624
14878,Does he always pull like that? # Summersmackdown,14000,89000,0.1573,4.1462
14879,# Half-life snow student edition # Tribute to heroes Remembering martyrs # Tribute to Chinese heroes,254000,3005000,0.08453,5.4048
14880,salute to all the heroes who rushed to the front line! # MyWatch report # Commentaries,27000,1139737,0.02369,4.4314
14881,Bao Lichun want to eat meat,92000,4821000,0.01908,4.9638
14882,# original God poor lady Shram # original God whole life # original God star sauce,422000,4845000,0.0871,5.6253
14883,the bald man bought a house was looked down on by sales and finally the full five sets of sales scared silly # silly wife's urban diary # I am chasing good drama,32000,2510721,0.01275,4.5052
14884,still 9 points to 11 stars,288000,14988049,0.01922,5.4594
14885,send # original God # Midsummer Night fantasy song # game where the star,24000,443000,0.05418,4.3802
14886,a woman lost her child and made him suffer,11000,2029692,0.00542,4.0414
14887,# Fast Entertainment Star Yi Plan seventh phase # Film and television collection incentive plan # mother-in-law evil mother-in-law with daughter-in-law pet goose stew soup!,28000,1195358,0.02342,4.4472
14888,# Original God # Original God Guide to find a reason to sleep late,19000,363000,0.05234,4.2788
14889,# light encounter jumpsuit # light encounter with recommended families directly into this pants okay!,20000,376910,0.05306,4.3011
14890,Wall-E 3 minutes # Disney,10000,224000,0.04464,4.0
14891,afternoon tea should be something light like me # food on the tip of a tongue # quick-hand foodie # mao-dish,59000,1911025,0.03087,4.7709
14892,life and death,22000,1785768,0.01232,4.3424
14893,new recruits were stranded on a desert island,42000,2929000,0.01434,4.6233
14894,can not be a hot girl can only be your honey baby # Want to tell you # fat,463000,4361000,0.10617,5.6656
14895,has eight girlfriends,46000,1887370,0.02437,4.6628
14896,I have a fox tail,36000,1299000,0.02771,4.5563
14897,Mini world: The new version of fight Luo mainland attack,112000,971933,0.11523,5.0492
14898,not bad you night brother # sausage party # this old six I really believe,18000,565156,0.03185,4.2553
14899,reopening can not directly open the antagonistic road mode! # Kingglory,58000,1072000,0.0541,4.7634
14900,for the animals god voice,64000,827000,0.07739,4.8062
14901,# Blackroadie Picket plot twist! Fatherland turns out to be the son of a soldier boy!,20000,485000,0.04124,4.3011
14902,the boy bet on life lost the game,94000,1941561,0.04841,4.9731
14903,# Fast Hands film and television hot project Iceman: I am a fucking Omega level mutant,54000,1104000,0.04891,4.7324
14904,Star Lord was played by a man who almost became Captain America? He almost screamed with laughter! # Marvel # assemblePhotocreators # sci-fi,83000,1737000,0.04778,4.9191
14905,retweet retweet Retweet # Rerally # QuickHands Photosynthesis Project #gachalife,17000,184189,0.0923,4.2305
14906,the most mindless episode of the new SpongeBob SquarePants! Lift your cranium and load you up with propellers! # Spongebob Squarepants # SpongeBob and Patrick # Plankton,182000,3933692,0.04627,5.2601
14907,the new recruit lovelorn unexpectedly called his comrades to drink secretly in the back hills,408000,12962000,0.03148,5.6107
14908,see Kaido's life! The most tragic villain,25000,602000,0.04153,4.398
14909,Huang Jingyu was so particular about eating that he prepared a bite of meat for nearly an hour! # Huang Jingyu # Entertainment commentary # Chen Xuedong,26000,1145000,0.02271,4.415
14910,Candide has been bullied in the barracks for a long time,150000,6602944,0.02272,5.1761
14911,Xiao Feng found Xu Wei S people,20000,726612,0.02753,4.3011
14912,# Lai Han happiness index,19000,2358008,0.00806,4.2788
14913,fairy pocket online Jackie Chan,31000,522000,0.05939,4.4914
14914,do you still remember this girl in eighteen years 😂? # Healing music # NetEase Cloud reviews # When you're gone,1253000,21751000,0.05761,6.098
14915,BT male group bring you # King glory # Guan Yu # Bright eyes,31000,455000,0.06813,4.4914
14916,meet this man sweet and fierce man,20000,759000,0.02635,4.3011
14917,Dragon Bat has no one to play. # Clash of Clans 10th anniversary # Samsung Challenge Welfare Walkthrough collection # Clash of clans,15000,649187,0.02311,4.1761
14918,episode 33 | Someone poisoned the male concubine. Unexpectedly,151000,1849013,0.08167,5.179
14919,it's early morning and my nightlife has begun! # Daily life # Internet addict teen # Jiuyan Peace elite,50000,1508000,0.03316,4.699
14920,I shot a wonderful game video for # Yuanshen! Play with me # Midsummer Fantasy,68000,940000,0.07234,4.8325
14921,World No.1 Tiger,30000,624000,0.04808,4.4771
14922,Hehe wants to sing Ultraman the Lone Warrior,11000,333418,0.03299,4.0414
14923,who hasn't had a # Smallwaist raise your hand in slow motion challenge me not...,44000,270000,0.16296,4.6435
14924,I give you the note of The Times,33000,231000,0.14286,4.5185
14925,# KingGlory Turns out these big guys really are approachable.,501000,6613190,0.07576,5.6998
14926,35 Master you can be good oh # cartoon commentary # two yuan # primitive,62000,1128497,0.05494,4.7924
14927,blanch! Don't drop the powder! . # bump hand tour Thunder lion # Anmi repair # Eucalyptus Rui's exclusive topic,33000,254000,0.12992,4.5185
14928,you want Mulan # King glory hot # Pan north really sweet,119000,1624000,0.07328,5.0756
14929,drive to the logging field 【SCUM survival 04】# single game # SCum # rain is still early morning,13000,302000,0.04305,4.114
14930,gray Wolf into the sheep village,374000,6455000,0.05794,5.5729
14931,this is the smartest revenge I've ever seen # gratifying revenge # exploring novelty # documentary,69000,3118000,0.02213,4.8389
14932,the Sword Demon teaches you! 0 life Koli 20W nuclear explosion!! # Primordia # Midsummer Fantasy Song,11000,155000,0.07097,4.0414
14933,# Ruyi's Love I just want to remind her that enough is enough # Yuqing Editing station # Fast Hands Screening Room,60000,2500999,0.02399,4.7782
14934,in this BGM Rigo is invincible # Yunying gun control,30000,412000,0.07282,4.4771
14935,have you ever seen a movie ticket that expensive? 1200 cinema VIP can't find anyone?? # Iam the Smash King # Cinema # ShopScout Creator Incentive Program,29000,1069742,0.02711,4.4624
14936,deep alley to eat dry decades of fried hot dry noodles,38000,1480170,0.02567,4.5798
14937,# Westward Chronicles the fourth season heaven is in crisis,33000,1354000,0.02437,4.5185
14938,hot blood animation: strange and brave to abandon teammates too dish,21000,499000,0.04208,4.3222
14939,OK ah thank you can brush this video I will make A very good work refueling today can finally go home #A Yang # campus life # assembly photosynthesis creator the same equipment,473000,11101000,0.04261,5.6749
14940,my world magma sea survival 4,48000,1263000,0.038,4.6813
14941,little Maple left home alone to go Totojo and Jin,14000,315000,0.04444,4.1462
14942,the new football coach used tactics to win the championship easily,27000,1148119,0.02352,4.4314
14943,humble love is a mess of sand that can be destroyed when the wind blows,29000,1335000,0.02172,4.4624
14944,too good to cry,19000,690000,0.02754,4.2788
14945,the guy across the Wujiang River rope down 100 meters high cliff,16000,1301000,0.0123,4.2041
14946,the small fist in the fight beats your chest,12000,139247,0.08618,4.0792
14947,never thought my dad is stalking me?? This is really life impermanence large intestine package small intestine ah accidentally outside.... Boys must take good care of themselves.... when they go out Otherwise the father will be filial.... # funny # Mingxi's high quality social terror life # Attack challenge,142000,5622000,0.02526,5.1523
14948,two two-way couple Easter eggs by Naruto and Sasuke,42000,737810,0.05693,4.6233
14949,husband eat watermelon with saw open? Sister Xia smiled to pick vegetables home to do eggplant noodles to eat,21000,913000,0.023,4.3222
14950,# Mini-world measuring hearts # Mini-world,12000,190000,0.06316,4.0792
14951,the whole point of playing a game is to have fun,81000,1133000,0.07149,4.9085
14952,episode 9 | The Cultivation phenomenon,10000,294000,0.03401,4.0
14953,the flower Lord raised four gold swallowing beasts # Ultimate note # Kiwifruit good drama must see,177000,4579999,0.03865,5.248
14954,Liu Haizhu: We will not beat people in the future,39000,396000,0.09848,4.5911
14955,Bing? # Manga Explainer # Exterminate Evil # Spring Strike,19000,489000,0.03885,4.2788
14956,today let 00 years treasure mother record life,19000,649000,0.02928,4.2788
14957,the greatest happiness in this life is to have two good mothers,27000,1437862,0.01878,4.4314
14958,# I have seen fairy comics # Wudi life after seclusion # winter storm men's body,37000,640000,0.05781,4.5682
14959,download progress stopped at 99% and 0% What's the difference #minectaft# Myworld,295000,3215000,0.09176,5.4698
14960,ordinary people do extraordinary things,53000,1040000,0.05096,4.7243
14961,# Leian ooc apologize # Next life to go to 2 yuan to turn A Qi # mini world video follow-up 🌚👊,151000,1372000,0.11006,5.179
14962,Lin Zhengying the only one was possessed by a ghost,20000,919775,0.02174,4.3011
14963,I never thought my dad's belly was hopeless... Is there something wrong with what I understand? It's exactly what you sent me... It's so unpredictable! # Funny # Mingxi's high quality social phobia life,18000,2021000,0.00891,4.2553
14964,My World: What happens when villagers have IQ? Zhujiahui saw tears streaming down his face! # Myworld # MyWorld Architecture # MyWorld Cold knowledge,213000,4796000,0.04441,5.3284
14965,yes,133000,3908000,0.03403,5.1239
14966,episode 12 | The little Jewish scrimping and saving is to prevent the disease after no one to take care of Fang Zhanbo's good gambling lazy is to stage a comeback to kill the revenge of his father and my wishful thinking is just to wait for her mouth for a long time we are not suitable # Zhou Huimin # classic Hong Kong film # Star Seven,37000,362000,0.10221,4.5682
14967,# Summer attack Gray Big Wolf sacrifice himself,11000,371771,0.02959,4.0414
14968,sorry! It's the beauty I can't appreciate # sexiness # dressing,94000,567046,0.16577,4.9731
14969,they were mocking the dead teen at the funeral # comics # Assemble Photocreators # Starfire Project,46000,474000,0.09705,4.6628
14970,Japanese netizens actually said that Chinese people can't afford to eat watermelon? Users are bullying back: You haven't eaten much 猹! # Who wants to eat watermelon come ah # eat melon technology which is strong # eat watermelon,11000,324472,0.0339,4.0414
14971,small dance often wash hands with hand sanitizer,55000,2709360,0.0203,4.7404
14972,fairy dream Ye Luo Li: the original love princess is afraid of Yan Jue and pang Zun fierce her,125000,2388000,0.05235,5.0969
14973,episode 9: Hoon in the true love home rental True love has become the chairman's secretary # good drama recommendation,15000,3654223,0.0041,4.1761
14974,# Douluo Mainland Tang three small dance # Sakura campus simulator # Sakura campus simulator shoot drama,125000,3405606,0.0367,5.0969
14975,pray that the dragon soul can achieve any wish,21000,518000,0.04054,4.3222
14976,alien decompression ball with ocean Heart necklace? Buy 5 at the commissary and find a golden unicorn,16000,622000,0.02572,4.2041
14977,Beijing Opera cat king fold please look forward to # upstairs white Niang # Beijing Opera cat king fold big movie # Beijing Opera cat,41000,314000,0.13057,4.6128
14978,the full version of the scene issued! Not very well sung though,14000,641921,0.02181,4.1462
14979,he is the hardest man in Florida,300000,2877000,0.10428,5.4771
14980,Lu Dehua for killing the storm dragon king to prepare a wave,21000,671000,0.0313,4.3222
14981,this wave is really a big loss... # Naruto # Naruto mobile games # Yellow Flash Wave Feng Shui Gate,44000,937396,0.04694,4.6435
14982,Wilderness brothers five people build pigeon nest water park,12000,702640,0.01708,4.0792
14983,# Uzaki Schoolgirl wants to play # anime commentary,20000,330000,0.06061,4.3011
14984,Mutant kid climbed to Princess Castle,12000,853601,0.01406,4.0792
14985,in the experience of the suit blew up ODEN,39000,834000,0.04676,4.5911
14986,Peace Elite: Teach you to hide inside the 3rd Anniversary Okura Wall hole that players can't see after entering?,11000,293000,0.03754,4.0414
14987,# Sohu hot drama enjoy non-stop # special police force # fast hands film and television new hot plan bald strong after being released from prison unexpectedly want revenge special police too rampant,179000,9748544,0.01836,5.2529
14988,Sweet Wei is still a lesson to the three giants # bears # summer attack,107000,2188000,0.0489,5.0294
14989,# Darkzone I shot a great video for # Darkzone Breakout,16000,298274,0.05364,4.2041
14990,who will lose first,46000,4658000,0.00988,4.6628
14991,ordinary boy,31000,1219819,0.02541,4.4914
14992,she used to dress up not ugly ah,11000,490000,0.02245,4.0414
14993,confidence is undefeated,472000,10871000,0.04342,5.6739
14994,Ultraman summons the monster! Ax and Gomorra fight together. Who summoned Gedi? # Ultraman # Ultraman card # Tiga Ultraman,13000,588742,0.02208,4.114
14995,one day the good night on the phone will become a kiss the comfort in the video will become a hug behind the sad is love through time is forever. # sunset #music # every frame is love,154000,982000,0.15682,5.1875
14996,this is a long waste of life five hours,11000,383067,0.02872,4.0414
14997,# Resident Evil,12000,819000,0.01465,4.0792
14998,Huang Jiaju said: In the most brilliant time to play life to the end,13000,105523,0.1232,4.114
14999,it should be the chicken of the family together,28000,1464067,0.01912,4.4472
15000,Naruto Summit Showdown (1) # Naruto # Summer Smash #2022 Photosynthetic Creators Conference,52000,976340,0.05326,4.716
15001,# Gather it photosynthesis creator you will never think,24000,1866000,0.01286,4.3802
15002,the inventory of only heard the voice actors,17000,1061000,0.01602,4.2305
15003,# Life 17th episode of appendicitis attack,63000,3116861,0.02021,4.7993
15004,Leng Feng your last smile,25000,2047503,0.01221,4.398
15005,Grandpa got up in the middle of the night to go to the toilet,25000,1518000,0.01647,4.398
15006,I also took the fan is this fan # Goodbye subway escape # retreat tour,14000,229000,0.06114,4.1462
15007,Cerno Alpha: Let's finish this bastard! # Rimpac #4K60 frames # superburn,76000,869000,0.08746,4.8808
15008,dogs rule the world,10000,550000,0.01818,4.0
15009,Chinese chef show stunts,24000,2027194,0.01184,4.3802
15010,Wan Wan looking for gigando,41000,1458860,0.0281,4.6128
15011,no small details of Wei Ying! Your free and easy I a bit can not stand! Uncle moves really high! # petition order # video film and television mixed cut plan #2022 photosynthesis creators conference,23000,240000,0.09583,4.3617
15012,Guo baby at home baked potato skin and hand grasp cake can be how delicious? The skin is soft and waxy,11000,587000,0.01874,4.0414
15013,① to J to check the car,42000,2666391,0.01575,4.6233
15014,a million years! # anime # Fictional reasoning,150000,1190000,0.12605,5.1761
15015,episode 1 | Woman Takes Ju 💰 to escape her changing husband. Flee overseas. # Classic old series # classic movies # commentary,18000,3079000,0.00585,4.2553
15016,I don't want to be handsome either! But the opposite has been cooperating! # flash Guan Yu,21000,410000,0.05122,4.3222
15017,so look down on Brother Fluke? # Fighting to break the sky # Xiaoyan # refueling season,17000,425749,0.03993,4.2305
15019,MC When you can make giant workbenches? Use it to create giant suture monster gear! # MyWorld,39000,770568,0.05061,4.5911
15020,# Midsummer Night fantasy song # Original God guide # original God iron bee thorns million leaves,20000,727000,0.02751,4.3011
15021,family # Crayon small new # summer blow,19000,353382,0.05377,4.2788
15022,with Korean brother to eat dumplings self-help,80000,3173447,0.02521,4.9031
15023,people set up # yellow apology and serious ooc apology # Ruijin original sister partner,27000,196000,0.13776,4.4314
15024,D90 off-road vehicle and Lamborghini sports car,65000,3225872,0.02015,4.8129
15025,[Virtual World Adventures] (4) First encounter Southern Cross # Vitality Knight small animation,53000,925000,0.0573,4.7243
15026,has been forced to fill the hero on the national standard # Glory Firefly project # King glory,274000,7831320,0.03499,5.4378
15027,# Ruyi's Legacy Ruyi is so helpless,28000,1231000,0.02275,4.4472
15028,goodbye! Sevin # Sevin Ultraman # Ultraman # Tokusu drama,16000,480601,0.03329,4.2041
15029,Oliba's muscles trained to the extreme just to hold the big Miss # Knifetooth # anime # dub,11000,707856,0.01554,4.0414
15030,you are the best copywriter # fifth personality # Fifth personality priest,19000,261184,0.07275,4.2788
15031,this method is more people mentality may be added to friends greetings careful use of # dark zone breakout # old six,11000,208000,0.05288,4.0414
15032,5 p.m. Lock Tiandao broadcast room domineer return # King glory Mulan,155000,4429606,0.03499,5.1903
15033,the female corpse returns the grace # cartoon commentary # sound cartoon # Death evil,10000,340000,0.02941,4.0
15034,the wife was told that the husband of 16 years of deep love is the biggest genius fraud,68000,2125000,0.032,4.8325
15035,another reincarnated bone proud day # assembly photosynthesis creator,58000,1391000,0.0417,4.7634
15036,当小弟是不可能的，唯我称王才是正道#西行纪第四季开播#西行纪第四季#晨曦动漫计划,20000,878891,0.02276,4.3011
15037,so cute must be a sweet sister!! #crane Clipping team # Summer Crashdown # 10 Seconds No Heart challenge,79000,759000,0.10408,4.8976
15038,the best hand machine god of the whole network! # Fast hand film hot plan # funny stories # decompression video,87000,9255000,0.0094,4.9395
15039,the essence of cultural output is a big chess # cognition # listening sea grocery # patriotic feelings,186000,3402429,0.05467,5.2695
15040,# BarbiesPrincess Academy # Barbiesprincess # Delancey Haomi,70000,514000,0.13619,4.8451
15041,Godking's Daily Life 104 How strong the rookie sister-in-law is,15000,408000,0.03676,4.1761
15042,million burst stream Sun Shangxiang out of the play,26000,955000,0.02723,4.415
15043,# little husband # I in the fast hand to catch up with good drama girl trouble was caught,13000,1395352,0.00932,4.114
15044,hit,28000,474000,0.05907,4.4472
15045,bear found a nest of wealth in the field,14000,556259,0.02517,4.1462
15046,# Run to summer together #SNH48 Best partner second season her eyes only her # Zhou Shiyu Wang Yi Medusa gentle stage,79000,4559000,0.01733,4.8976
15047,#Vlog Daily gave Mom a big hug today? Happy Mother's Day! # Happy Mother's Day # Gifts,20000,672000,0.02976,4.3011
15048,sneak home family reaction,24000,1025000,0.02341,4.3802
15049,Conan is a sound fool with absolute sound sense # famous Detective Conan Theater version,252000,2525000,0.0998,5.4014
15050,Tuba Return to Metaphysics is happening! # Douruo Continent: Soul division duel # Douruo Continent soul division duel # Maplewood Jun,14000,576000,0.02431,4.1462
15051,the city of Demons adventure,15000,290000,0.05172,4.1761
15052,# movie sword seal,33000,1545000,0.02136,4.5185
15053,muscular male Wang Dachun this time is met with a hard case,23000,1573000,0.01462,4.3617
15054,repair panda brave island new version # Peace elite # old 6 # Wheel of science,27000,719085,0.03755,4.4314
15055,the woman was sprayed with 274 gun shots,49000,932000,0.05258,4.6902
15056,Plants vs. Zombies: The opening only gave a flower pot,31000,2355152,0.01316,4.4914
15057,No heart challenge #cod16 # Call of Duty mobile game,17000,105000,0.1619,4.2305
15058,Love ➡️,72000,1301000,0.05534,4.8573
15059,standby action really lovely # original God Tinari # Nihuang,23000,366000,0.06284,4.3617
15060,# Our Boyhood 2 # Wang Junkai Wang Yuan Yi Yangqianxi look forward to September 10th Our Boyhood 2 hope it is true # Fast rise powder,16000,344000,0.04651,4.2041
15061,# Being laughed to death by Qin Xiaoxian Peekaboo # starting sitcom,72000,3350808,0.02149,4.8573
15062,come listen to bjm# Tangod Dawn # Tanthorn Flow white rise,32000,543000,0.05893,4.5052
15063,fans want to hear Sweetie Wong sing A Little Sweet 😊,123000,3955943,0.03109,5.0899
15064,You can't imagine how handsome a weakling schoolboy looks when he takes off his glasses # SummerSmash,83000,489000,0.16973,4.9191
15065,got married with a lifesaver by mistake # Super good TV show recommendation,30000,2267949,0.01323,4.4771
15066,why is Miyamoto in our family so strong and weak?,103000,1965000,0.05242,5.0128
15067,the town continuous machine killing cases,13000,1025000,0.01268,4.114
15068,Jocolat should be the longest beaten enemy in the death song #jojo's Wonderful Adventures #jojo Commentary,10000,240000,0.04167,4.0
15069,female chasing male layer yarn,13000,476646,0.02727,4.114
15070,# Ding Chengxin # He Junlin #vlog my daily really good looking,14000,124000,0.1129,4.1462
15071,poor boy classmate party was laughed at,41000,2208236,0.01857,4.6128
15072,don't worry,427000,7833000,0.05451,5.6304
15073,# Sakura campus simulator # Sakura campus simulator shoot drama # Dou Luo mainland Tang three small dance,16000,785014,0.02038,4.2041
15074,a beautiful woman angry heart rate to 180 will become a strong man # animal control # kiwi good drama must see,10000,557000,0.01795,4.0
15075,a soldier,94000,4924729,0.01909,4.9731
15076,the poor girl 0 yuan enrolled in the most expensive theater troupe to do child stars,16000,639000,0.02504,4.2041
15077,# basketball 🏀 the pressure is too strong this confrontation,14000,305000,0.0459,4.1462
15078,the strangest curse in history is here! # Comic commentary # Summer Smash # comic,12000,202000,0.05941,4.0792
15079,the man accidentally met the fox,68000,4992863,0.01362,4.8325
15080,can you catch a fish by touching the water? A few people went to the fish pond to catch a fish,10000,364000,0.02747,4.0
15081,can not run away that can only be hard to send you to the next plane # Li gentle # Jedi survival future battle,23000,723253,0.0318,4.3617
15082,# Melileti #ooc apology:,23000,153000,0.15033,4.3617
15083,The man you've been Aite will grow 10cm taller this fall # lookinghandsome,51000,422000,0.12085,4.7076
15084,this wave of tower dismantling small details,45000,1863000,0.02415,4.6532
15085,different generations of people accompany the hospital # funny jokes # content is too real # sand sculpture animation,11000,396000,0.02778,4.0414
15086,Episode 4 | After leaving... Will it still be missed # bye-bye Thrills Battlefields # memories of old players,11000,131000,0.08397,4.0414
15087,the third batch of heroes who are not affected by toughness,13000,411000,0.03163,4.114
15088,Jianjun did not forget the mission of the police,47000,1491000,0.03152,4.6721
15089,if you have not seen Xu song in this life a concert will you regret # Xu song # makeup # why not,21000,606000,0.03465,4.3222
15090,that Tulu if not smoking the couple must have a very happy it # hit the dog stick # Jade Gege # torture heart fragment,20000,3102000,0.00645,4.3011
15091,Charlotte: Two to four,177000,3180007,0.05566,5.248
15092,demon race,16000,515000,0.03107,4.2041
15093,dedicated his life to the wood leaf,21000,237023,0.0886,4.3222
15094,Bear Ridge fruit actually mutated? It's really big! # Beardhaunt,11000,633648,0.01736,4.0414
15095,she went down the road of revenge for her daughter # Thaidrama recommended,41000,2421000,0.01694,4.6128
15096,Shadow Assassin: Azi (1)! # Haruhi Crashstrike,13000,613000,0.02121,4.114
15097,the feeling of picking other people's den is good ah ha ha ha too cool # quiet rural life #90 new farmers # return home business,10000,426394,0.02345,4.0
15098,please give this group a name,42000,2294000,0.01831,4.6233
15099,drive Rambo Poison pick up sister from school,31000,921000,0.03366,4.4914
15100,from the internal strife Du Wei Shenyang,32000,3040000,0.01053,4.5052
15101,if the price is devalued 100 million times,27000,1794000,0.01505,4.4314
15102,thank you for your support ❤️,22000,521000,0.04223,4.3424
